UNITID,EFTOTLT,EFTOTLM,EFTOTLW
215293,10034,4611,5423
215293,887,468,419
215293,13563,6853,6710
215293,25069,12259,12810
215293,17483,8691,8792
215293,17435,8677,8758
215293,3851,1824,2027
215293,13584,6853,6731
215293,48,14,34
215293,7586,3568,4018
215293,795,420,375
215293,12789,6433,6356
215293,3580,1614,1966
215293,1132,571,561
215293,869,469,400
215293,3,1,2
215293,866,468,398
215293,263,102,161
215293,2448,1043,1405
215293,92,48,44
215293,774,420,354
215309,367,129,238
215309,367,129,238
215309,363,128,235
215309,143,58,85
215309,220,70,150
215309,4,1,3
215309,29,8,21
215309,191,62,129
215309,297,118,179
215309,297,118,179
215309,294,117,177
215309,133,56,77
215309,161,61,100
215309,3,1,2
215309,26,8,18
215309,135,53,82
215309,70,11,59
215309,70,11,59
215309,69,11,58
215309,10,2,8
215309,59,9,50
215309,1,0,1
215309,3,0,3
215309,56,9,47
215336,49,1,48
215336,49,1,48
215336,49,1,48
215336,22,0,22
215336,27,1,26
215336,27,1,26
215336,49,1,48
215336,49,1,48
215336,49,1,48
215336,22,0,22
215336,27,1,26
215336,27,1,26
215381,354,337,17
215381,354,337,17
215381,354,337,17
215381,107,101,6
215381,247,236,11
215381,44,43,1
215381,203,193,10
215381,354,337,17
215381,354,337,17
215381,354,337,17
215381,107,101,6
215381,247,236,11
215381,44,43,1
215381,203,193,10
215390,232,109,123
215390,232,109,123
215390,232,109,123
215390,89,42,47
215390,143,67,76
215390,143,67,76
215390,119,51,68
215390,119,51,68
215390,119,51,68
215390,75,32,43
215390,44,19,25
215390,44,19,25
215390,113,58,55
215390,113,58,55
215390,113,58,55
215390,14,10,4
215390,99,48,51
215390,99,48,51
215415,1841,1055,786
215415,1841,1055,786
215415,1841,1055,786
215415,719,451,268
215415,1122,604,518
215415,261,113,148
215415,861,491,370
215415,1841,1055,786
215415,1841,1055,786
215415,1841,1055,786
215415,719,451,268
215415,1122,604,518
215415,261,113,148
215415,861,491,370
215424,246,156,90
215424,246,156,90
215424,199,138,61
215424,199,138,61
215424,47,18,29
215424,47,18,29
215433,315,55,260
215433,315,55,260
215433,315,55,260
215433,143,27,116
215433,172,28,144
215433,172,28,144
215433,262,51,211
215433,262,51,211
215433,262,51,211
215433,116,26,90
215433,146,25,121
215433,146,25,121
215433,53,4,49
215433,53,4,49
215433,53,4,49
215433,27,1,26
215433,26,3,23
215433,26,3,23
215442,3841,1656,2185
215442,3226,1383,1843
215442,3164,1379,1785
215442,548,197,351
215442,2616,1182,1434
215442,62,4,58
215442,615,273,342
215442,469,229,240
215442,2147,953,1194
215442,2801,1169,1632
215442,2551,1070,1481
215442,2551,1070,1481
215442,539,192,347
215442,2012,878,1134
215442,250,99,151
215442,338,172,166
215442,1674,706,968
215442,1040,487,553
215442,675,313,362
215442,613,309,304
215442,9,5,4
215442,604,304,300
215442,62,4,58
215442,365,174,191
215442,131,57,74
215442,473,247,226
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215479,64,10,54
215530,29,1,28
215530,29,1,28
215530,29,1,28
215530,18,1,17
215530,11,0,11
215530,11,0,11
215530,26,1,25
215530,26,1,25
215530,26,1,25
215530,17,1,16
215530,9,0,9
215530,9,0,9
215530,3,0,3
215530,3,0,3
215530,3,0,3
215530,1,0,1
215530,2,0,2
215530,2,0,2
215585,4538,1666,2872
215585,4538,1666,2872
215585,4028,1460,2568
215585,963,441,522
215585,3065,1019,2046
215585,510,206,304
215585,382,140,242
215585,2683,879,1804
215585,976,426,550
215585,976,426,550
215585,947,411,536
215585,251,125,126
215585,696,286,410
215585,29,15,14
215585,114,49,65
215585,582,237,345
215585,3562,1240,2322
215585,3562,1240,2322
215585,3081,1049,2032
215585,712,316,396
215585,2369,733,1636
215585,481,191,290
215585,268,91,177
215585,2101,642,1459
215594,367,56,311
215594,367,56,311
215594,367,56,311
215594,29,1,28
215594,338,55,283
215594,338,55,283
215594,169,28,141
215594,169,28,141
215594,169,28,141
215594,26,1,25
215594,143,27,116
215594,143,27,116
215594,198,28,170
215594,198,28,170
215594,198,28,170
215594,3,0,3
215594,195,28,167
215594,195,28,167
215619,48,18,30
215619,48,18,30
215619,43,15,28
215619,43,15,28
215619,5,3,2
215619,5,3,2
215628,81,73,8
215628,81,73,8
215628,37,35,2
215628,37,35,2
215628,44,38,6
215628,44,38,6
215637,427,197,230
215637,427,197,230
215637,427,197,230
215637,333,147,186
215637,94,50,44
215637,16,9,7
215637,78,41,37
215637,427,197,230
215637,427,197,230
215637,427,197,230
215637,333,147,186
215637,94,50,44
215637,16,9,7
215637,78,41,37
215646,519,251,268
215646,519,251,268
215646,510,251,259
215646,108,50,58
215646,402,201,201
215646,9,0,9
215646,29,9,20
215646,373,192,181
215646,519,251,268
215646,519,251,268
215646,510,251,259
215646,108,50,58
215646,402,201,201
215646,9,0,9
215646,29,9,20
215646,373,192,181
215655,5481,2926,2555
215655,4496,2435,2061
215655,4459,2425,2034
215655,994,579,415
215655,3465,1846,1619
215655,37,10,27
215655,985,491,494
215655,330,167,163
215655,3135,1679,1456
215655,3935,2225,1710
215655,3935,2225,1710
215655,3935,2225,1710
215655,988,576,412
215655,2947,1649,1298
215655,247,146,101
215655,2700,1503,1197
215655,1546,701,845
215655,561,210,351
215655,524,200,324
215655,6,3,3
215655,518,197,321
215655,37,10,27
215655,985,491,494
215655,83,21,62
215655,435,176,259
215682,684,636,48
215682,684,636,48
215682,684,636,48
215682,111,87,24
215682,573,549,24
215682,573,549,24
215682,684,636,48
215682,684,636,48
215682,684,636,48
215682,111,87,24
215682,573,549,24
215682,573,549,24
215691,957,270,687
215691,531,177,354
215691,511,175,336
215691,112,41,71
215691,399,134,265
215691,20,2,18
215691,426,93,333
215691,29,14,15
215691,370,120,250
215691,526,171,355
215691,411,148,263
215691,409,148,261
215691,112,41,71
215691,297,107,190
215691,2,0,2
215691,115,23,92
215691,29,14,15
215691,268,93,175
215691,431,99,332
215691,120,29,91
215691,102,27,75
215691,102,27,75
215691,18,2,16
215691,311,70,241
215691,102,27,75
215743,2344,842,1502
215743,1694,645,1049
215743,1665,631,1034
215743,403,157,246
215743,1262,474,788
215743,29,14,15
215743,650,197,453
215743,1,1,0
215743,1261,473,788
215743,1781,661,1120
215743,1547,593,954
215743,1541,591,950
215743,400,157,243
215743,1141,434,707
215743,6,2,4
215743,234,68,166
215743,1141,434,707
215743,563,181,382
215743,147,52,95
215743,124,40,84
215743,3,0,3
215743,121,40,81
215743,23,12,11
215743,416,129,287
215743,1,1,0
215743,120,39,81
215770,8954,3889,5065
215770,5374,2498,2876
215770,5265,2430,2835
215770,1275,588,687
215770,3990,1842,2148
215770,109,68,41
215770,3580,1391,2189
215770,211,88,123
215770,3779,1754,2025
215770,5124,2393,2731
215770,4489,2132,2357
215770,4485,2130,2355
215770,1272,586,686
215770,3213,1544,1669
215770,4,2,2
215770,635,261,374
215770,89,47,42
215770,3124,1497,1627
215770,3830,1496,2334
215770,885,366,519
215770,780,300,480
215770,3,2,1
215770,777,298,479
215770,105,66,39
215770,2945,1130,1815
215770,122,41,81
215770,655,257,398
215798,1813,909,904
215798,1596,822,774
215798,1532,798,734
215798,472,234,238
215798,1060,564,496
215798,64,24,40
215798,217,87,130
215798,43,28,15
215798,1017,536,481
215798,1654,852,802
215798,1532,790,742
215798,1515,787,728
215798,472,234,238
215798,1043,553,490
215798,17,3,14
215798,122,62,60
215798,43,28,15
215798,1000,525,475
215798,159,57,102
215798,64,32,32
215798,17,11,6
215798,17,11,6
215798,47,21,26
215798,95,25,70
215798,17,11,6
215813,56,55,1
215813,56,55,1
215813,47,47,0
215813,47,47,0
215813,9,8,1
215813,9,8,1
215886,86,35,51
215886,86,35,51
215886,86,35,51
215886,64,34,30
215886,22,1,21
215886,22,1,21
215886,84,33,51
215886,84,33,51
215886,84,33,51
215886,63,33,30
215886,21,0,21
215886,21,0,21
215886,2,2,0
215886,2,2,0
215886,2,2,0
215886,1,1,0
215886,1,1,0
215886,1,1,0
215929,5633,2444,3189
215929,3942,1760,2182
215929,3834,1705,2129
215929,881,348,533
215929,2953,1357,1596
215929,108,55,53
215929,1691,684,1007
215929,102,46,56
215929,2851,1311,1540
215929,4826,2075,2751
215929,3756,1663,2093
215929,3728,1654,2074
215929,878,347,531
215929,2850,1307,1543
215929,28,9,19
215929,1070,412,658
215929,96,44,52
215929,2754,1263,1491
215929,807,369,438
215929,186,97,89
215929,106,51,55
215929,3,1,2
215929,103,50,53
215929,80,46,34
215929,621,272,349
215929,6,2,4
215929,97,48,49
215947,2357,869,1488
215947,1958,731,1227
215947,1550,558,992
215947,386,137,249
215947,1164,421,743
215947,408,173,235
215947,399,138,261
215947,121,51,70
215947,1043,370,673
215947,1685,599,1086
215947,1415,508,907
215947,1379,490,889
215947,380,135,245
215947,999,355,644
215947,36,18,18
215947,270,91,179
215947,90,41,49
215947,909,314,595
215947,672,270,402
215947,543,223,320
215947,171,68,103
215947,6,2,4
215947,165,66,99
215947,372,155,217
215947,129,47,82
215947,31,10,21
215947,134,56,78
215974,346,59,287
215974,346,59,287
215974,346,59,287
215974,17,2,15
215974,329,57,272
215974,329,57,272
215974,269,49,220
215974,269,49,220
215974,269,49,220
215974,16,2,14
215974,253,47,206
215974,253,47,206
215974,77,10,67
215974,77,10,67
215974,77,10,67
215974,1,0,1
215974,76,10,66
215974,76,10,66
215983,35,16,19
215983,35,16,19
215983,35,16,19
215983,19,9,10
215983,16,7,9
215983,16,7,9
215983,35,16,19
215983,35,16,19
215983,35,16,19
215983,19,9,10
215983,16,7,9
215983,16,7,9
215992,285,62,223
215992,285,62,223
215992,285,62,223
215992,88,18,70
215992,197,44,153
215992,59,13,46
215992,138,31,107
215992,263,61,202
215992,263,61,202
215992,263,61,202
215992,83,18,65
215992,180,43,137
215992,54,13,41
215992,126,30,96
215992,22,1,21
215992,22,1,21
215992,22,1,21
215992,5,0,5
215992,17,1,16
215992,5,0,5
215992,12,1,11
216010,7548,3700,3848
216010,6550,3299,3251
216010,6493,3269,3224
216010,1522,775,747
216010,4971,2494,2477
216010,57,30,27
216010,998,401,597
216010,387,197,190
216010,4584,2297,2287
216010,6535,3265,3270
216010,6219,3144,3075
216010,6199,3135,3064
216010,1516,773,743
216010,4683,2362,2321
216010,20,9,11
216010,316,121,195
216010,346,189,157
216010,4337,2173,2164
216010,1013,435,578
216010,331,155,176
216010,294,134,160
216010,6,2,4
216010,288,132,156
216010,37,21,16
216010,682,280,402
216010,41,8,33
216010,247,124,123
216038,8347,3529,4818
216038,7595,3320,4275
216038,7544,3295,4249
216038,1408,563,845
216038,6136,2732,3404
216038,51,25,26
216038,752,209,543
216038,622,314,308
216038,5514,2418,3096
216038,7411,3259,4152
216038,7057,3147,3910
216038,7042,3137,3905
216038,1408,563,845
216038,5634,2574,3060
216038,15,10,5
216038,354,112,242
216038,545,303,242
216038,5089,2271,2818
216038,936,270,666
216038,538,173,365
216038,502,158,344
216038,502,158,344
216038,36,15,21
216038,398,97,301
216038,77,11,66
216038,425,147,278
216047,238,206,32
216047,84,78,6
216047,53,53,0
216047,10,10,0
216047,43,43,0
216047,31,25,6
216047,154,128,26
216047,8,8,0
216047,35,35,0
216047,150,138,12
216047,74,74,0
216047,53,53,0
216047,10,10,0
216047,43,43,0
216047,21,21,0
216047,76,64,12
216047,8,8,0
216047,35,35,0
216047,88,68,20
216047,10,4,6
216047,10,4,6
216047,78,64,14
216074,92,4,88
216074,92,4,88
216074,92,4,88
216074,81,4,77
216074,11,0,11
216074,11,0,11
216074,31,2,29
216074,31,2,29
216074,31,2,29
216074,26,2,24
216074,5,0,5
216074,5,0,5
216074,61,2,59
216074,61,2,59
216074,61,2,59
216074,55,2,53
216074,6,0,6
216074,6,0,6
216083,665,229,436
216083,665,229,436
216083,662,227,435
216083,308,117,191
216083,354,110,244
216083,3,2,1
216083,43,14,29
216083,311,96,215
216083,607,206,401
216083,607,206,401
216083,605,205,400
216083,292,112,180
216083,313,93,220
216083,2,1,1
216083,32,11,21
216083,281,82,199
216083,58,23,35
216083,58,23,35
216083,57,22,35
216083,16,5,11
216083,41,17,24
216083,1,1,0
216083,11,3,8
216083,30,14,16
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216162,139,26,113
216223,44,3,41
216223,44,3,41
216223,44,3,41
216223,29,3,26
216223,15,0,15
216223,15,0,15
216223,35,2,33
216223,35,2,33
216223,35,2,33
216223,23,2,21
216223,12,0,12
216223,12,0,12
216223,9,1,8
216223,9,1,8
216223,9,1,8
216223,6,1,5
216223,3,0,3
216223,3,0,3
216278,2187,971,1216
216278,2187,971,1216
216278,2138,958,1180
216278,589,260,329
216278,1549,698,851
216278,49,13,36
216278,30,17,13
216278,1519,681,838
216278,2129,953,1176
216278,2129,953,1176
216278,2122,949,1173
216278,589,260,329
216278,1533,689,844
216278,7,4,3
216278,30,17,13
216278,1503,672,831
216278,58,18,40
216278,58,18,40
216278,16,9,7
216278,16,9,7
216278,42,9,33
216278,16,9,7
216287,1534,753,781
216287,1534,753,781
216287,1524,750,774
216287,388,194,194
216287,1136,556,580
216287,10,3,7
216287,11,6,5
216287,1125,550,575
216287,1526,751,775
216287,1526,751,775
216287,1524,750,774
216287,388,194,194
216287,1136,556,580
216287,2,1,1
216287,11,6,5
216287,1125,550,575
216287,8,2,6
216287,8,2,6
216287,8,2,6
216296,883,822,61
216296,883,822,61
216296,883,822,61
216296,403,376,27
216296,480,446,34
216296,44,39,5
216296,436,407,29
216296,875,815,60
216296,875,815,60
216296,875,815,60
216296,402,375,27
216296,473,440,33
216296,44,39,5
216296,429,401,28
216296,8,7,1
216296,8,7,1
216296,8,7,1
216296,1,1,0
216296,7,6,1
216296,7,6,1
216311,124,124,0
216311,124,124,0
216311,124,124,0
216311,38,38,0
216311,86,86,0
216311,86,86,0
216311,124,124,0
216311,124,124,0
216311,124,124,0
216311,38,38,0
216311,86,86,0
216311,86,86,0
216339,37270,17917,19353
216339,28068,13811,14257
216339,27511,13534,13977
216339,4390,2028,2362
216339,23121,11506,11615
216339,557,277,280
216339,9202,4106,5096
216339,2716,1378,1338
216339,20405,10128,10277
216339,31436,15217,16219
216339,24743,12062,12681
216339,24601,12014,12587
216339,4380,2023,2357
216339,20221,9991,10230
216339,142,48,94
216339,6693,3155,3538
216339,2391,1234,1157
216339,17830,8757,9073
216339,5834,2700,3134
216339,3325,1749,1576
216339,2910,1520,1390
216339,10,5,5
216339,2900,1515,1385
216339,415,229,186
216339,2509,951,1558
216339,325,144,181
216339,2575,1371,1204
216348,27,20,7
216348,27,20,7
216348,16,14,2
216348,16,14,2
216348,11,6,5
216348,11,6,5
216357,1100,549,551
216357,1100,549,551
216357,1045,541,504
216357,303,155,148
216357,742,386,356
216357,55,8,47
216357,30,13,17
216357,712,373,339
216357,1061,532,529
216357,1061,532,529
216357,1030,531,499
216357,303,155,148
216357,727,376,351
216357,31,1,30
216357,26,10,16
216357,701,366,335
216357,39,17,22
216357,39,17,22
216357,15,10,5
216357,15,10,5
216357,24,7,17
216357,4,3,1
216357,11,7,4
216366,3635,1170,2465
216366,888,165,723
216366,664,116,548
216366,664,116,548
216366,224,49,175
216366,2747,1005,1742
216366,392,74,318
216366,272,42,230
216366,2496,917,1579
216366,596,103,493
216366,596,103,493
216366,596,103,493
216366,1900,814,1086
216366,379,70,309
216366,217,33,184
216366,1139,253,886
216366,292,62,230
216366,68,13,55
216366,68,13,55
216366,224,49,175
216366,847,191,656
216366,13,4,9
216366,55,9,46
216418,851,378,473
216418,851,378,473
216418,851,378,473
216418,101,43,58
216418,750,335,415
216418,69,22,47
216418,681,313,368
216418,465,191,274
216418,465,191,274
216418,465,191,274
216418,54,20,34
216418,411,171,240
216418,42,8,34
216418,369,163,206
216418,386,187,199
216418,386,187,199
216418,386,187,199
216418,47,23,24
216418,339,164,175
216418,27,14,13
216418,312,150,162
216427,74,71,3
216427,74,71,3
216427,74,71,3
216427,42,40,2
216427,32,31,1
216427,32,31,1
216427,74,71,3
216427,74,71,3
216427,74,71,3
216427,42,40,2
216427,32,31,1
216427,32,31,1
216436,251,242,9
216436,251,242,9
216436,251,242,9
216436,107,105,2
216436,144,137,7
216436,1,1,0
216436,143,136,7
216436,251,242,9
216436,251,242,9
216436,251,242,9
216436,107,105,2
216436,144,137,7
216436,1,1,0
216436,143,136,7
216445,171,168,3
216445,171,168,3
216445,171,168,3
216445,46,46,0
216445,125,122,3
216445,12,12,0
216445,113,110,3
216445,171,168,3
216445,171,168,3
216445,171,168,3
216445,46,46,0
216445,125,122,3
216445,12,12,0
216445,113,110,3
216454,184,172,12
216454,184,172,12
216454,184,172,12
216454,82,79,3
216454,102,93,9
216454,17,13,4
216454,85,80,5
216454,184,172,12
216454,184,172,12
216454,184,172,12
216454,82,79,3
216454,102,93,9
216454,17,13,4
216454,85,80,5
216463,154,102,52
216463,154,102,52
216463,76,62,14
216463,76,62,14
216463,78,40,38
216463,78,40,38
216524,1596,783,813
216524,1596,783,813
216524,1578,776,802
216524,425,208,217
216524,1153,568,585
216524,18,7,11
216524,8,7,1
216524,1145,561,584
216524,1582,781,801
216524,1582,781,801
216524,1574,776,798
216524,425,208,217
216524,1149,568,581
216524,8,5,3
216524,8,7,1
216524,1141,561,580
216524,14,2,12
216524,14,2,12
216524,4,0,4
216524,4,0,4
216524,10,2,8
216524,4,0,4
216542,1004,513,491
216542,964,484,480
216542,767,399,368
216542,134,65,69
216542,633,334,299
216542,197,85,112
216542,40,29,11
216542,10,4,6
216542,623,330,293
216542,694,368,326
216542,684,359,325
216542,671,353,318
216542,134,65,69
216542,537,288,249
216542,13,6,7
216542,10,9,1
216542,6,4,2
216542,531,284,247
216542,310,145,165
216542,280,125,155
216542,96,46,50
216542,96,46,50
216542,184,79,105
216542,30,20,10
216542,4,0,4
216542,92,46,46
216551,268,240,28
216551,268,240,28
216551,268,240,28
216551,166,145,21
216551,102,95,7
216551,18,16,2
216551,84,79,5
216551,268,240,28
216551,268,240,28
216551,268,240,28
216551,166,145,21
216551,102,95,7
216551,18,16,2
216551,84,79,5
216579,112,3,109
216579,112,3,109
216579,112,3,109
216579,55,1,54
216579,57,2,55
216579,57,2,55
216579,112,3,109
216579,112,3,109
216579,112,3,109
216579,55,1,54
216579,57,2,55
216579,57,2,55
216597,10696,5236,5460
216597,7042,3415,3627
216597,6856,3319,3537
216597,1660,794,866
216597,5196,2525,2671
216597,186,96,90
216597,3654,1821,1833
216597,115,34,81
216597,5081,2491,2590
216597,7876,3848,4028
216597,6547,3163,3384
216597,6539,3158,3381
216597,1659,793,866
216597,4880,2365,2515
216597,8,5,3
216597,1329,685,644
216597,74,27,47
216597,4806,2338,2468
216597,2820,1388,1432
216597,495,252,243
216597,317,161,156
216597,1,1,0
216597,316,160,156
216597,178,91,87
216597,2325,1136,1189
216597,41,7,34
216597,275,153,122
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216630,76,7,69
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216649,25,9,16
216667,1328,654,674
216667,1328,654,674
216667,1300,641,659
216667,326,168,158
216667,974,473,501
216667,28,13,15
216667,11,6,5
216667,963,467,496
216667,1318,649,669
216667,1318,649,669
216667,1294,639,655
216667,326,168,158
216667,968,471,497
216667,24,10,14
216667,11,6,5
216667,957,465,492
216667,10,5,5
216667,10,5,5
216667,6,2,4
216667,6,2,4
216667,4,3,1
216667,6,2,4
216694,2190,799,1391
216694,1598,618,980
216694,1559,613,946
216694,407,170,237
216694,1152,443,709
216694,39,5,34
216694,592,181,411
216694,41,15,26
216694,1111,428,683
216694,1563,615,948
216694,1481,595,886
216694,1478,594,884
216694,407,170,237
216694,1071,424,647
216694,3,1,2
216694,82,20,62
216694,41,15,26
216694,1030,409,621
216694,627,184,443
216694,117,23,94
216694,81,19,62
216694,81,19,62
216694,36,4,32
216694,510,161,349
216694,81,19,62
216746,88,85,3
216746,88,85,3
216746,88,85,3
216746,42,40,2
216746,46,45,1
216746,46,45,1
216746,70,69,1
216746,70,69,1
216746,70,69,1
216746,32,32,0
216746,38,37,1
216746,38,37,1
216746,18,16,2
216746,18,16,2
216746,18,16,2
216746,10,8,2
216746,8,8,0
216746,8,8,0
216764,15845,6209,9636
216764,13711,5542,8169
216764,13456,5432,8024
216764,2298,812,1486
216764,11158,4620,6538
216764,255,110,145
216764,2134,667,1467
216764,1304,586,718
216764,9854,4034,5820
216764,13250,5194,8056
216764,12463,4963,7500
216764,12432,4954,7478
216764,2292,810,1482
216764,10140,4144,5996
216764,31,9,22
216764,787,231,556
216764,1144,528,616
216764,8996,3616,5380
216764,2595,1015,1580
216764,1248,579,669
216764,1024,478,546
216764,6,2,4
216764,1018,476,542
216764,224,101,123
216764,1347,436,911
216764,160,58,102
216764,858,418,440
216773,95,20,75
216773,95,20,75
216773,95,20,75
216773,6,1,5
216773,89,19,70
216773,89,19,70
216773,95,20,75
216773,95,20,75
216773,95,20,75
216773,6,1,5
216773,89,19,70
216773,89,19,70
216782,438,52,386
216782,438,52,386
216782,438,52,386
216782,29,2,27
216782,409,50,359
216782,24,1,23
216782,385,49,336
216782,243,27,216
216782,243,27,216
216782,243,27,216
216782,26,2,24
216782,217,25,192
216782,20,1,19
216782,197,24,173
216782,195,25,170
216782,195,25,170
216782,195,25,170
216782,3,0,3
216782,192,25,167
216782,4,0,4
216782,188,25,163
216807,1366,560,806
216807,1313,536,777
216807,1313,536,777
216807,309,123,186
216807,1004,413,591
216807,53,24,29
216807,1004,413,591
216807,1264,514,750
216807,1254,511,743
216807,1254,511,743
216807,302,119,183
216807,952,392,560
216807,10,3,7
216807,952,392,560
216807,102,46,56
216807,59,25,34
216807,59,25,34
216807,7,4,3
216807,52,21,31
216807,43,21,22
216807,52,21,31
216816,588,454,134
216816,588,454,134
216816,274,224,50
216816,274,224,50
216816,314,230,84
216816,314,230,84
216825,6104,2194,3910
216825,6104,2194,3910
216825,5471,1971,3500
216825,1512,629,883
216825,3959,1342,2617
216825,633,223,410
216825,208,88,120
216825,3751,1254,2497
216825,2967,1209,1758
216825,2967,1209,1758
216825,2876,1161,1715
216825,1072,458,614
216825,1804,703,1101
216825,91,48,43
216825,117,53,64
216825,1687,650,1037
216825,3137,985,2152
216825,3137,985,2152
216825,2595,810,1785
216825,440,171,269
216825,2155,639,1516
216825,542,175,367
216825,91,35,56
216825,2064,604,1460
216852,5025,1948,3077
216852,3424,1541,1883
216852,3188,1431,1757
216852,828,415,413
216852,2360,1016,1344
216852,236,110,126
216852,1601,407,1194
216852,152,61,91
216852,2208,955,1253
216852,3573,1505,2068
216852,2875,1340,1535
216852,2845,1321,1524
216852,827,414,413
216852,2018,907,1111
216852,30,19,11
216852,698,165,533
216852,138,58,80
216852,1880,849,1031
216852,1452,443,1009
216852,549,201,348
216852,343,110,233
216852,1,1,0
216852,342,109,233
216852,206,91,115
216852,903,242,661
216852,14,3,11
216852,328,106,222
216931,4665,1970,2695
216931,2388,1262,1126
216931,2281,1206,1075
216931,586,306,280
216931,1695,900,795
216931,107,56,51
216931,2277,708,1569
216931,166,90,76
216931,1529,810,719
216931,2670,1353,1317
216931,2181,1157,1024
216931,2178,1155,1023
216931,584,305,279
216931,1594,850,744
216931,3,2,1
216931,489,196,293
216931,158,86,72
216931,1436,764,672
216931,1995,617,1378
216931,207,105,102
216931,103,51,52
216931,2,1,1
216931,101,50,51
216931,104,54,50
216931,1788,512,1276
216931,8,4,4
216931,93,46,47
217013,662,80,582
217013,571,66,505
217013,468,34,434
217013,71,2,69
217013,397,32,365
217013,103,32,71
217013,91,14,77
217013,20,1,19
217013,377,31,346
217013,332,20,312
217013,330,19,311
217013,317,12,305
217013,70,2,68
217013,247,10,237
217013,13,7,6
217013,2,1,1
217013,18,1,17
217013,229,9,220
217013,330,60,270
217013,241,47,194
217013,151,22,129
217013,1,0,1
217013,150,22,128
217013,90,25,65
217013,89,13,76
217013,2,0,2
217013,148,22,126
217040,52,52,0
217040,52,52,0
217040,52,52,0
217040,17,17,0
217040,35,35,0
217040,1,1,0
217040,34,34,0
217040,52,52,0
217040,52,52,0
217040,52,52,0
217040,17,17,0
217040,35,35,0
217040,1,1,0
217040,34,34,0
217059,5250,2356,2894
217059,5010,2265,2745
217059,4847,2191,2656
217059,1071,496,575
217059,3776,1695,2081
217059,163,74,89
217059,240,91,149
217059,236,101,135
217059,3540,1594,1946
217059,4492,2059,2433
217059,4453,2052,2401
217059,4453,2052,2401
217059,1070,496,574
217059,3383,1556,1827
217059,39,7,32
217059,208,94,114
217059,3175,1462,1713
217059,758,297,461
217059,557,213,344
217059,394,139,255
217059,1,0,1
217059,393,139,254
217059,163,74,89
217059,201,84,117
217059,28,7,21
217059,365,132,233
217077,2027,941,1086
217077,2027,941,1086
217077,2027,941,1086
217077,609,288,321
217077,1418,653,765
217077,190,69,121
217077,1228,584,644
217077,2027,941,1086
217077,2027,941,1086
217077,2027,941,1086
217077,609,288,321
217077,1418,653,765
217077,190,69,121
217077,1228,584,644
217086,122,30,92
217086,122,30,92
217086,122,30,92
217086,35,9,26
217086,87,21,66
217086,87,21,66
217086,115,30,85
217086,115,30,85
217086,115,30,85
217086,35,9,26
217086,80,21,59
217086,80,21,59
217086,7,0,7
217086,7,0,7
217086,7,0,7
217086,7,0,7
217086,7,0,7
217095,135,11,124
217095,135,11,124
217095,135,11,124
217095,40,2,38
217095,95,9,86
217095,95,9,86
217095,100,10,90
217095,100,10,90
217095,100,10,90
217095,35,2,33
217095,65,8,57
217095,65,8,57
217095,35,1,34
217095,35,1,34
217095,35,1,34
217095,5,0,5
217095,30,1,29
217095,30,1,29
217156,8943,4347,4596
217156,6455,3101,3354
217156,6182,3002,3180
217156,1542,754,788
217156,4640,2248,2392
217156,273,99,174
217156,2488,1246,1242
217156,77,49,28
217156,4563,2199,2364
217156,8527,4198,4329
217156,6168,2998,3170
217156,6147,2982,3165
217156,1542,754,788
217156,4605,2228,2377
217156,21,16,5
217156,2359,1200,1159
217156,77,49,28
217156,4528,2179,2349
217156,416,149,267
217156,287,103,184
217156,35,20,15
217156,35,20,15
217156,252,83,169
217156,129,46,83
217156,35,20,15
217165,3454,2014,1440
217165,3287,1922,1365
217165,3263,1910,1353
217165,890,510,380
217165,2373,1400,973
217165,24,12,12
217165,167,92,75
217165,91,56,35
217165,2282,1344,938
217165,3276,1915,1361
217165,3200,1876,1324
217165,3200,1876,1324
217165,890,510,380
217165,2310,1366,944
217165,76,39,37
217165,83,53,30
217165,2227,1313,914
217165,178,99,79
217165,87,46,41
217165,63,34,29
217165,63,34,29
217165,24,12,12
217165,91,53,38
217165,8,3,5
217165,55,31,24
217235,10369,4321,6048
217235,9401,3943,5458
217235,9067,3763,5304
217235,1995,743,1252
217235,7072,3020,4052
217235,334,180,154
217235,968,378,590
217235,543,230,313
217235,6529,2790,3739
217235,9594,3999,5595
217235,8754,3678,5076
217235,8451,3505,4946
217235,1957,721,1236
217235,6494,2784,3710
217235,303,173,130
217235,840,321,519
217235,474,208,266
217235,6020,2576,3444
217235,775,322,453
217235,647,265,382
217235,616,258,358
217235,38,22,16
217235,578,236,342
217235,31,7,24
217235,128,57,71
217235,69,22,47
217235,509,214,295
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
217244,125,7,118
